,Acc_X,Acc_Y,Acc_Z,EDA_Level,Heart_Rate,Skin_Temperature,id,datetime,Stress_Level
9433151,17.0,53.0,31.0,10.500058,89.0,34.68,E4,2020-06-29 15:33:16.531249920,2.0
9433152,17.0,54.0,32.0,10.500058,89.0,34.68,E4,2020-06-29 15:33:16.562500096,2.0
9433155,17.0,52.0,32.0,10.500058,89.0,34.68,E4,2020-06-29 15:33:16.656250112,2.0
9433157,17.0,53.0,31.0,10.500058,89.0,34.68,E4,2020-06-29 15:33:16.718749952,2.0
9433208,17.0,53.0,29.0,10.470611,89.0,34.71,E4,2020-06-29 15:33:18.312499968,2.0
9433242,17.0,54.0,24.0,10.464209,89.18,34.71,E4,2020-06-29 15:33:19.375000064,2.0
9433245,17.0,56.0,27.0,10.464209,89.18,34.71,E4,2020-06-29 15:33:19.468750080,2.0
9433248,17.0,54.0,30.0,10.470611,89.18,34.71,E4,2020-06-29 15:33:19.562500096,2.0
9433250,17.0,53.0,22.0,10.470611,89.18,34.71,E4,2020-06-29 15:33:19.624999936,2.0
9433254,17.0,54.0,32.0,10.460368,89.18,34.71,E4,2020-06-29 15:33:19.750000128,2.0
9433259,17.0,54.0,23.0,10.460368,89.18,34.71,E4,2020-06-29 15:33:19.906249984,2.0
9433271,17.0,54.0,31.0,10.494937,89.35,34.71,E4,2020-06-29 15:33:20.281250048,2.0
9433275,17.0,53.0,25.0,10.494937,89.35,34.71,E4,2020-06-29 15:33:20.406249984,2.0
9433281,17.0,54.0,27.0,10.524384,89.35,34.71,E4,2020-06-29 15:33:20.593750016,2.0
9433282,17.0,54.0,28.0,10.524384,89.35,34.71,E4,2020-06-29 15:33:20.624999936,2.0
9433290,17.0,55.0,28.0,10.515422,89.35,34.71,E4,2020-06-29 15:33:20.875000064,2.0
9433293,17.0,53.0,29.0,10.515422,89.35,34.71,E4,2020-06-29 15:33:20.968750080,2.0
9433299,17.0,53.0,34.0,10.502619,89.52,34.71,E4,2020-06-29 15:33:21.156250112,2.0
9433300,17.0,53.0,31.0,10.502619,89.52,34.71,E4,2020-06-29 15:33:21.187500032,2.0
9433307,17.0,54.0,30.0,10.512861,89.52,34.71,E4,2020-06-29 15:33:21.406249984,2.0
9433309,17.0,53.0,27.0,10.512861,89.52,34.71,E4,2020-06-29 15:33:21.468750080,2.0
9433310,17.0,54.0,27.0,10.535908,89.52,34.71,E4,2020-06-29 15:33:21.500000000,2.0
9433311,17.0,55.0,28.0,10.535908,89.52,34.71,E4,2020-06-29 15:33:21.531249920,2.0
9433315,17.0,54.0,28.0,10.535908,89.52,34.71,E4,2020-06-29 15:33:21.656250112,2.0
9433319,17.0,54.0,26.0,10.576878,89.52,34.71,E4,2020-06-29 15:33:21.781250048,2.0
9433320,17.0,55.0,27.0,10.576878,89.52,34.71,E4,2020-06-29 15:33:21.812499968,2.0
9433327,17.0,54.0,28.0,10.590961,89.65,34.71,E4,2020-06-29 15:33:22.031249920,2.0
9433328,17.0,54.0,30.0,10.590961,89.65,34.71,E4,2020-06-29 15:33:22.062500096,2.0
9433354,17.0,55.0,26.0,10.62297,89.65,34.71,E4,2020-06-29 15:33:22.875000064,2.0
9433355,17.0,55.0,25.0,10.62297,89.65,34.71,E4,2020-06-29 15:33:22.906249984,2.0
9433579,17.0,67.0,16.0,10.66138,90.33,34.73,E4,2020-06-29 15:33:29.906249984,2.0
9433621,17.0,55.0,9.0,10.685706,90.63,34.68,E4,2020-06-29 15:33:31.218749952,2.0
9433628,17.0,59.0,7.0,10.669062,90.63,34.68,E4,2020-06-29 15:33:31.437499904,2.0
9433651,17.0,64.0,1.0,10.726676,90.83,34.66,E4,2020-06-29 15:33:32.156250112,2.0
9433656,17.0,61.0,-1.0,10.693388,90.83,34.66,E4,2020-06-29 15:33:32.312499968,2.0
9433662,17.0,59.0,6.0,10.715154,90.83,34.66,E4,2020-06-29 15:33:32.500000000,2.0
9433663,17.0,59.0,7.0,10.715154,90.83,34.66,E4,2020-06-29 15:33:32.531249920,2.0
9433679,17.0,58.0,13.0,10.708752,91.03,34.68,E4,2020-06-29 15:33:33.031249920,2.0
9433681,17.0,61.0,13.0,10.708752,91.03,34.68,E4,2020-06-29 15:33:33.093750016,2.0
9433683,17.0,63.0,13.0,10.708752,91.03,34.68,E4,2020-06-29 15:33:33.156250112,2.0
9433689,17.0,64.0,14.0,10.692107,91.03,34.68,E4,2020-06-29 15:33:33.343749888,2.0
9433693,17.0,59.0,11.0,10.692107,91.03,34.68,E4,2020-06-29 15:33:33.468750080,2.0
9433711,17.0,60.0,23.0,10.681865,91.25,34.66,E4,2020-06-29 15:33:34.031249920,2.0
9433723,17.0,59.0,16.0,10.634493,91.25,34.66,E4,2020-06-29 15:33:34.406249984,2.0
9433729,17.0,60.0,20.0,10.643455,91.25,34.66,E4,2020-06-29 15:33:34.593750016,2.0
9433915,17.0,62.0,6.0,10.610167,91.98,34.68,E4,2020-06-29 15:33:40.406249984,2.0
9433971,17.0,61.0,-13.0,10.642175,92.07,34.68,E4,2020-06-29 15:33:42.156250112,2.0
9434047,17.0,57.0,20.0,10.574317,92.13,34.68,E4,2020-06-29 15:33:44.531249920,2.0
9434081,17.0,60.0,18.0,10.603765,92.17,34.68,E4,2020-06-29 15:33:45.593750016,2.0
9434083,17.0,58.0,20.0,10.603765,92.17,34.68,E4,2020-06-29 15:33:45.656250112,2.0
9434085,17.0,58.0,19.0,10.603765,92.17,34.68,E4,2020-06-29 15:33:45.718749952,2.0
9434092,17.0,60.0,12.0,10.453966,92.17,34.68,E4,2020-06-29 15:33:45.937499904,2.0
9434093,17.0,60.0,13.0,10.453966,92.17,34.68,E4,2020-06-29 15:33:45.968750080,2.0
9434100,17.0,60.0,12.0,10.38867,92.2,34.68,E4,2020-06-29 15:33:46.187500032,2.0
9434446,17.0,60.0,11.0,10.496217,92.38,34.66,E4,2020-06-29 15:33:57.000000000,2.0
9434449,17.0,60.0,12.0,10.496217,92.38,34.66,E4,2020-06-29 15:33:57.093750016,2.0
9434456,17.0,61.0,17.0,10.494937,92.38,34.66,E4,2020-06-29 15:33:57.312499968,2.0
9434469,17.0,60.0,8.0,10.491096,92.38,34.66,E4,2020-06-29 15:33:57.718749952,2.0
9434470,17.0,62.0,9.0,10.512861,92.38,34.66,E4,2020-06-29 15:33:57.750000128,2.0
9434477,17.0,63.0,3.0,10.512861,92.38,34.66,E4,2020-06-29 15:33:57.968750080,2.0
9434480,17.0,61.0,7.0,10.497498,92.33,34.68,E4,2020-06-29 15:33:58.062500096,2.0
9434500,17.0,60.0,16.0,10.470611,92.33,34.68,E4,2020-06-29 15:33:58.687500032,2.0
9434509,17.0,59.0,16.0,10.519263,92.33,34.68,E4,2020-06-29 15:33:58.968750080,2.0
9434510,17.0,59.0,18.0,10.539748,92.28,34.68,E4,2020-06-29 15:33:59.000000000,2.0
9434513,17.0,59.0,15.0,10.539748,92.28,34.68,E4,2020-06-29 15:33:59.093750016,2.0
9434518,17.0,58.0,18.0,10.574317,92.28,34.68,E4,2020-06-29 15:33:59.249999872,2.0
9434522,17.0,57.0,21.0,10.574317,92.28,34.68,E4,2020-06-29 15:33:59.375000064,2.0
9434589,17.0,59.0,17.0,12.27688,92.3,34.73,E4,2020-06-29 15:34:01.468750080,2.0
9434594,17.0,58.0,19.0,12.205182,92.3,34.73,E4,2020-06-29 15:34:01.624999936,2.0
9434600,17.0,58.0,21.0,12.115559,92.3,34.73,E4,2020-06-29 15:34:01.812499968,2.0
9434606,17.0,59.0,19.0,12.014413,92.32,34.71,E4,2020-06-29 15:34:02.000000000,2.0
9434608,17.0,59.0,15.0,12.014413,92.32,34.71,E4,2020-06-29 15:34:02.062500096,2.0
9434609,17.0,58.0,15.0,12.014413,92.32,34.71,E4,2020-06-29 15:34:02.093750016,2.0
9434624,17.0,59.0,13.0,11.864614,92.32,34.71,E4,2020-06-29 15:34:02.562500096,2.0
9434625,17.0,60.0,12.0,11.864614,92.32,34.71,E4,2020-06-29 15:34:02.593750016,2.0
9434626,17.0,59.0,13.0,11.864614,92.32,34.71,E4,2020-06-29 15:34:02.624999936,2.0
9434628,17.0,60.0,14.0,11.864614,92.32,34.71,E4,2020-06-29 15:34:02.687500032,2.0
9434677,17.0,56.0,28.0,11.787794,92.32,34.66,E4,2020-06-29 15:34:04.218749952,2.0
9434682,17.0,56.0,25.0,11.699451,92.32,34.66,E4,2020-06-29 15:34:04.375000064,2.0
9434683,17.0,56.0,25.0,11.699451,92.32,34.66,E4,2020-06-29 15:34:04.406249984,2.0
9434684,17.0,56.0,25.0,11.699451,92.32,34.66,E4,2020-06-29 15:34:04.437499904,2.0
9434746,17.0,53.0,33.0,11.300618,92.35,34.71,E4,2020-06-29 15:34:06.375000064,2.0
9434794,17.0,53.0,30.0,11.212276,92.35,34.68,E4,2020-06-29 15:34:07.875000064,2.0
9434861,17.0,58.0,7.0,11.235322,92.3,34.71,E4,2020-06-29 15:34:09.968750080,2.0
9434864,17.0,54.0,24.0,11.209715,92.25,34.68,E4,2020-06-29 15:34:10.062500096,2.0
9434913,17.0,61.0,25.0,11.322384,92.2,34.68,E4,2020-06-29 15:34:11.593750016,2.0
9434926,17.0,57.0,19.0,11.298058,92.1,34.68,E4,2020-06-29 15:34:12.000000000,2.0
9434927,17.0,59.0,19.0,11.298058,92.1,34.68,E4,2020-06-29 15:34:12.031249920,2.0
9434948,17.0,58.0,28.0,11.249405,92.1,34.68,E4,2020-06-29 15:34:12.687500032,2.0
9434954,17.0,60.0,20.0,11.275012,92.1,34.68,E4,2020-06-29 15:34:12.875000064,2.0
9434955,17.0,54.0,21.0,11.275012,92.1,34.68,E4,2020-06-29 15:34:12.906249984,2.0
9434970,17.0,61.0,7.0,11.299338,91.97,34.71,E4,2020-06-29 15:34:13.375000064,2.0
9434971,17.0,61.0,4.0,11.299338,91.97,34.71,E4,2020-06-29 15:34:13.406249984,2.0
9434973,17.0,58.0,6.0,11.299338,91.97,34.71,E4,2020-06-29 15:34:13.468750080,2.0
9435006,17.0,59.0,23.0,11.368476,91.83,34.71,E4,2020-06-29 15:34:14.500000000,2.0
9435007,17.0,59.0,20.0,11.368476,91.83,34.71,E4,2020-06-29 15:34:14.531249920,2.0
9435023,17.0,58.0,21.0,11.636065,91.72,34.73,E4,2020-06-29 15:34:15.031249920,2.0
9435238,17.0,59.0,20.0,11.631595,91.12,34.71,E4,2020-06-29 15:34:21.750000128,2.0
9435606,17.0,55.0,15.0,11.505471,91.52,34.71,E4,2020-06-29 15:34:33.249999872,2.0
9435614,17.0,57.0,21.0,11.481145,91.52,34.71,E4,2020-06-29 15:34:33.500000000,2.0
9435615,17.0,57.0,20.0,11.481145,91.52,34.71,E4,2020-06-29 15:34:33.531249920,2.0
9435617,17.0,58.0,26.0,11.481145,91.52,34.71,E4,2020-06-29 15:34:33.593750016,2.0
9435619,17.0,58.0,28.0,11.481145,91.52,34.71,E4,2020-06-29 15:34:33.656250112,2.0
9435650,17.0,54.0,29.0,11.463221,91.45,34.71,E4,2020-06-29 15:34:34.624999936,2.0
9435651,17.0,54.0,28.0,11.463221,91.45,34.71,E4,2020-06-29 15:34:34.656250112,2.0
9435657,17.0,54.0,30.0,11.436334,91.45,34.71,E4,2020-06-29 15:34:34.843749888,2.0
9436008,17.0,24.0,21.0,11.131615,93.33,34.77,E4,2020-06-29 15:34:45.812499968,2.0
9436252,17.0,-25.0,63.0,11.513153,95.62,34.79,E4,2020-06-29 15:34:53.437499904,2.0
9437930,17.0,42.0,2.0,11.030251,107.28,34.81,E4,2020-06-29 15:35:45.875000064,2.0
9440317,17.0,-85.0,41.0,11.155723,95.1,34.87,E4,2020-06-29 15:37:00.468750080,2.0
9440574,17.0,-71.0,16.0,11.113472,94.2,34.87,E4,2020-06-29 15:37:08.500000000,2.0
9440843,17.0,-36.0,34.0,11.30296,93.45,34.83,E4,2020-06-29 15:37:16.906249984,2.0
9441555,17.0,-75.0,33.0,10.71657,91.62,34.83,E4,2020-06-29 15:37:39.156250112,2.0
9441723,17.0,-59.0,3.0,10.50774,91.3,34.84,E4,2020-06-29 15:37:44.406249984,2.0
9442132,17.0,-24.0,55.0,10.409155,90.82,34.84,E4,2020-06-29 15:37:57.187500032,2.0
9442134,17.0,-25.0,57.0,10.494937,90.82,34.84,E4,2020-06-29 15:37:57.249999872,2.0
9442137,17.0,-19.0,63.0,10.494937,90.82,34.84,E4,2020-06-29 15:37:57.343749888,2.0
9442138,17.0,-23.0,57.0,10.494937,90.82,34.84,E4,2020-06-29 15:37:57.375000064,2.0
9442146,17.0,-24.0,57.0,10.532066,90.82,34.84,E4,2020-06-29 15:37:57.624999936,2.0
9442147,17.0,-22.0,55.0,10.532066,90.82,34.84,E4,2020-06-29 15:37:57.656250112,2.0
9442148,17.0,-23.0,57.0,10.532066,90.82,34.84,E4,2020-06-29 15:37:57.687500032,2.0
9442639,17.0,-81.0,19.0,10.289629,88.52,34.83,E4,2020-06-29 15:38:13.031249920,2.0
9442647,17.0,-82.0,36.0,10.29219,88.52,34.83,E4,2020-06-29 15:38:13.281250048,2.0
9446191,17.0,56.0,62.0,9.765975,97.18,34.66,E4,2020-06-29 15:40:04.031249920,2.0
9446581,17.0,-38.0,18.0,9.765975,103.35,34.65,E4,2020-06-29 15:40:16.218749952,2.0
9446606,17.0,-74.0,16.0,9.758293,103.92,34.65,E4,2020-06-29 15:40:17.000000000,2.0
9449800,17.0,-10.0,75.0,8.898108,107.65,34.25,E4,2020-06-29 15:41:56.812499968,2.0
9451907,17.0,26.0,74.0,9.101089,93.67,34.25,E4,2020-06-29 15:43:02.656250112,2.0
9451917,17.0,-15.0,50.0,9.176627,93.67,34.25,E4,2020-06-29 15:43:02.968750080,2.0
9464290,17.0,53.0,23.0,10.809897,105.38,34.13,E4,2020-06-29 15:49:29.624999936,2.0
9464372,17.0,58.0,-4.0,9.648185,104.52,34.15,E4,2020-06-29 15:49:32.187500032,2.0
9466886,17.0,53.0,25.0,9.850476,105.13,34.18,E4,2020-06-29 15:50:50.750000128,2.0
9466893,17.0,55.0,33.0,9.850476,105.13,34.18,E4,2020-06-29 15:50:50.968750080,2.0
9466894,17.0,57.0,26.0,9.832552,105.22,34.21,E4,2020-06-29 15:50:51.000000000,2.0
9466895,17.0,56.0,25.0,9.832552,105.22,34.21,E4,2020-06-29 15:50:51.031249920,2.0
9466910,17.0,56.0,23.0,9.841514,105.22,34.21,E4,2020-06-29 15:50:51.500000000,2.0
9466911,17.0,56.0,23.0,9.841514,105.22,34.21,E4,2020-06-29 15:50:51.531249920,2.0
9467326,17.0,37.0,10.0,12.145006,104.48,34.23,E4,2020-06-29 15:51:04.500000000,2.0
9467917,17.0,60.0,-3.0,11.374878,103.12,34.23,E4,2020-06-29 15:51:22.968750080,2.0
9467918,17.0,60.0,-2.0,11.289096,103.05,34.23,E4,2020-06-29 15:51:23.000000000,2.0
9467922,17.0,61.0,-3.0,11.289096,103.05,34.23,E4,2020-06-29 15:51:23.124999936,2.0
9467923,17.0,62.0,-3.0,11.289096,103.05,34.23,E4,2020-06-29 15:51:23.156250112,2.0
9467925,17.0,61.0,-2.0,11.289096,103.05,34.23,E4,2020-06-29 15:51:23.218749952,2.0
9467926,17.0,62.0,-1.0,11.328786,103.05,34.23,E4,2020-06-29 15:51:23.249999872,2.0
9467928,17.0,61.0,-2.0,11.328786,103.05,34.23,E4,2020-06-29 15:51:23.312499968,2.0
9467929,17.0,61.0,-1.0,11.328786,103.05,34.23,E4,2020-06-29 15:51:23.343749888,2.0
9467971,17.0,62.0,-2.0,11.262209,103.0,34.21,E4,2020-06-29 15:51:24.656250112,2.0
9467974,17.0,61.0,-5.0,11.276292,103.0,34.21,E4,2020-06-29 15:51:24.750000128,2.0
9467978,17.0,60.0,-6.0,11.276292,103.0,34.21,E4,2020-06-29 15:51:24.875000064,2.0
9467979,17.0,60.0,-6.0,11.276292,103.0,34.21,E4,2020-06-29 15:51:24.906249984,2.0
9467981,17.0,62.0,-6.0,11.276292,103.0,34.21,E4,2020-06-29 15:51:24.968750080,2.0
9468059,17.0,58.0,-6.0,10.942126,102.85,34.23,E4,2020-06-29 15:51:27.406249984,2.0
9468145,17.0,61.0,4.0,11.049456,102.9,34.21,E4,2020-06-29 15:51:30.093750016,2.0
9468149,17.0,62.0,8.0,11.049456,102.9,34.21,E4,2020-06-29 15:51:30.218749952,2.0
9468150,17.0,61.0,9.0,11.062259,102.9,34.21,E4,2020-06-29 15:51:30.249999872,2.0
9469481,17.0,-62.0,37.0,10.757541,105.48,34.27,E4,2020-06-29 15:52:11.843749888,2.0
9472768,17.0,-55.0,32.0,11.901744,102.07,34.18,E4,2020-06-29 15:53:54.562500096,2.0
9473130,17.0,49.0,17.0,11.776272,103.62,34.13,E4,2020-06-29 15:54:05.875000064,2.0
9473134,17.0,49.0,3.0,11.931191,103.8,34.13,E4,2020-06-29 15:54:06.000000000,2.0
9473382,17.0,61.0,-30.0,11.133957,105.6,34.16,E4,2020-06-29 15:54:13.750000128,2.0
9473401,17.0,61.0,-20.0,11.254308,105.87,34.15,E4,2020-06-29 15:54:14.343749888,2.0
9473509,17.0,59.0,-17.0,11.18517,106.53,34.15,E4,2020-06-29 15:54:17.718749952,2.0
9473510,17.0,59.0,-16.0,11.187731,106.53,34.15,E4,2020-06-29 15:54:17.750000128,2.0
9473514,17.0,60.0,-15.0,11.187731,106.53,34.15,E4,2020-06-29 15:54:17.875000064,2.0
9473535,17.0,60.0,-15.0,11.171086,106.73,34.13,E4,2020-06-29 15:54:18.531249920,2.0
9473536,17.0,59.0,-16.0,11.171086,106.73,34.13,E4,2020-06-29 15:54:18.562500096,2.0
9473538,17.0,59.0,-16.0,11.171086,106.73,34.13,E4,2020-06-29 15:54:18.624999936,2.0
9473539,17.0,59.0,-16.0,11.171086,106.73,34.13,E4,2020-06-29 15:54:18.656250112,2.0
9473542,17.0,59.0,-14.0,11.219739,106.73,34.13,E4,2020-06-29 15:54:18.750000128,2.0
9473544,17.0,59.0,-13.0,11.219739,106.73,34.13,E4,2020-06-29 15:54:18.812499968,2.0
9473551,17.0,59.0,-14.0,11.373379,106.93,34.13,E4,2020-06-29 15:54:19.031249920,2.0
9473557,17.0,59.0,-14.0,11.373379,106.93,34.13,E4,2020-06-29 15:54:19.218749952,2.0
9473558,17.0,59.0,-14.0,11.537261,106.93,34.13,E4,2020-06-29 15:54:19.249999872,2.0
9473562,17.0,59.0,-16.0,11.537261,106.93,34.13,E4,2020-06-29 15:54:19.375000064,2.0
9473563,17.0,59.0,-16.0,11.537261,106.93,34.13,E4,2020-06-29 15:54:19.406249984,2.0
9473570,17.0,58.0,-14.0,11.814031,106.93,34.13,E4,2020-06-29 15:54:19.624999936,2.0
9473582,17.0,59.0,-14.0,11.876766,107.02,34.11,E4,2020-06-29 15:54:20.000000000,2.0
9473593,17.0,59.0,-15.0,11.863963,107.02,34.11,E4,2020-06-29 15:54:20.343749888,2.0
9473594,17.0,59.0,-13.0,11.863963,107.02,34.11,E4,2020-06-29 15:54:20.375000064,2.0
9473634,17.0,59.0,-13.0,11.525956,107.12,34.13,E4,2020-06-29 15:54:21.624999936,2.0
9474727,17.0,70.0,17.0,11.321754,107.43,34.11,E4,2020-06-29 15:54:55.781250048,2.0
9477942,17.0,12.0,70.0,10.651273,104.0,34.29,E4,2020-06-29 15:56:36.249999872,2.0
9478993,17.0,60.0,-5.0,10.597499,100.32,34.37,E4,2020-06-29 15:57:09.093750016,2.0
9478997,17.0,61.0,-11.0,10.597499,100.32,34.37,E4,2020-06-29 15:57:09.218749952,2.0
9478999,17.0,59.0,-8.0,10.579575,100.32,34.37,E4,2020-06-29 15:57:09.281250048,2.0
9479000,17.0,55.0,-12.0,10.579575,100.32,34.37,E4,2020-06-29 15:57:09.312499968,2.0
9479102,17.0,13.0,57.0,11.03153,99.77,34.37,E4,2020-06-29 15:57:12.500000000,2.0
9480833,17.0,53.0,7.0,10.808618,90.55,34.49,E4,2020-06-29 15:58:06.593750016,2.0
9483479,17.0,45.0,13.0,10.178696,88.45,34.53,E4,2020-06-29 15:59:29.281250048,2.0
9483742,17.0,-15.0,73.0,10.104437,90.22,34.57,E4,2020-06-29 15:59:37.500000000,2.0
9483906,17.0,-2.0,66.0,10.099316,91.83,34.55,E4,2020-06-29 15:59:42.624999936,2.0
9484057,17.0,-32.0,81.0,11.925419,92.88,34.59,E4,2020-06-29 15:59:47.343749888,2.0
9484076,17.0,15.0,49.0,11.962548,92.88,34.59,E4,2020-06-29 15:59:47.937499904,2.0
9496256,17.0,53.0,3.0,8.926274,91.78,35.09,E4,2020-06-29 16:06:08.562500096,2.0
9498321,17.0,15.0,38.0,9.186181,85.42,35.25,E4,2020-06-29 16:07:13.093750016,2.0
9498564,17.0,-22.0,70.0,9.314903,84.6,35.23,E4,2020-06-29 16:07:20.687500032,2.0
9498585,17.0,-53.0,81.0,9.337949,84.53,35.25,E4,2020-06-29 16:07:21.343749888,2.0
9498586,17.0,-49.0,74.0,9.337949,84.53,35.25,E4,2020-06-29 16:07:21.375000064,2.0
9499059,17.0,19.0,51.0,9.319336,83.03,35.25,E4,2020-06-29 16:07:36.156250112,2.0
9499262,17.0,56.0,28.0,9.147772,82.92,35.23,E4,2020-06-29 16:07:42.500000000,2.0
9499264,17.0,59.0,32.0,9.147772,82.92,35.23,E4,2020-06-29 16:07:42.562500096,2.0
9499265,17.0,59.0,30.0,9.147772,82.92,35.23,E4,2020-06-29 16:07:42.593750016,2.0
9499283,17.0,59.0,19.0,9.156734,82.88,35.23,E4,2020-06-29 16:07:43.156250112,2.0
9499284,17.0,58.0,19.0,9.156734,82.88,35.23,E4,2020-06-29 16:07:43.187500032,2.0
9499286,17.0,59.0,19.0,9.150332,82.88,35.23,E4,2020-06-29 16:07:43.249999872,2.0
9499301,17.0,58.0,23.0,9.134969,82.88,35.23,E4,2020-06-29 16:07:43.718749952,2.0
9499304,17.0,58.0,17.0,9.129847,82.88,35.23,E4,2020-06-29 16:07:43.812499968,2.0
9499311,17.0,52.0,14.0,9.111922,82.85,35.23,E4,2020-06-29 16:07:44.031249920,2.0
9503582,17.0,64.0,11.0,8.849455,98.7,34.91,E4,2020-06-29 16:09:57.500000000,2.0
9508717,17.0,63.0,18.0,8.916032,99.65,34.71,E4,2020-06-29 16:12:37.968750080,2.0
9508733,17.0,60.0,14.0,8.921153,99.65,34.68,E4,2020-06-29 16:12:38.468750080,2.0
9509113,17.0,65.0,9.0,9.049875,100.03,34.68,E4,2020-06-29 16:12:50.343749888,2.0
9514667,17.0,-9.0,79.0,8.174925,106.07,34.99,E4,2020-06-29 16:15:43.906249984,2.0
9514691,17.0,47.0,44.0,8.309359,106.2,34.97,E4,2020-06-29 16:15:44.656250112,2.0
9517874,17.0,55.0,17.0,10.695949,102.8,35.03,E4,2020-06-29 16:17:24.124999936,2.0
9517879,17.0,60.0,14.0,10.70235,102.8,35.03,E4,2020-06-29 16:17:24.281250048,2.0
9517880,17.0,58.0,10.0,10.70235,102.8,35.03,E4,2020-06-29 16:17:24.312499968,2.0
9517893,17.0,50.0,33.0,9.978965,102.8,35.03,E4,2020-06-29 16:17:24.718749952,2.0
9518037,17.0,14.0,67.0,9.662268,102.53,35.03,E4,2020-06-29 16:17:29.218749952,2.0
9529918,17.0,18.0,50.0,9.351344,91.23,35.27,E4,2020-06-29 16:23:40.500000000,2.0
9529919,17.0,20.0,48.0,9.351344,91.23,35.27,E4,2020-06-29 16:23:40.531249920,2.0
9536106,17.0,64.0,20.0,10.050208,89.02,35.25,E4,2020-06-29 16:26:53.875000064,2.0
9536224,17.0,66.0,7.0,10.0182,88.93,35.23,E4,2020-06-29 16:26:57.562500096,2.0
9536259,17.0,62.0,20.0,9.855597,88.92,35.21,E4,2020-06-29 16:26:58.656250112,2.0
9536384,17.0,61.0,8.0,11.318324,89.37,35.21,E4,2020-06-29 16:27:02.562500096,2.0
9538126,17.0,61.0,20.0,12.000927,95.62,35.23,E4,2020-06-29 16:27:57.000000000,2.0
9538148,17.0,62.0,0.0,12.130239,95.62,35.23,E4,2020-06-29 16:27:57.687500032,2.0
9538175,17.0,62.0,2.0,13.270132,95.72,35.23,E4,2020-06-29 16:27:58.531249920,2.0
9538305,17.0,63.0,14.0,12.941248,95.73,35.23,E4,2020-06-29 16:28:02.593750016,2.0
9539643,17.0,38.0,33.0,16.973293,97.73,35.15,E4,2020-06-29 16:28:44.406249984,2.0
9540025,17.0,43.0,63.0,16.718687,99.43,35.11,E4,2020-06-29 16:28:56.343749888,2.0
9540101,17.0,5.0,63.0,17.952744,99.73,35.07,E4,2020-06-29 16:28:58.718749952,2.0
9540284,17.0,55.0,8.0,17.496946,100.35,35.05,E4,2020-06-29 16:29:04.437499904,2.0
9540917,17.0,39.0,49.0,18.663614,101.4,34.89,E4,2020-06-29 16:29:24.218749952,2.0
9541370,17.0,60.0,9.0,18.310099,102.53,34.79,E4,2020-06-29 16:29:38.375000064,2.0
9541386,17.0,60.0,23.0,18.458616,102.53,34.79,E4,2020-06-29 16:29:38.875000064,2.0
9541509,17.0,57.0,27.0,18.931803,102.13,34.77,E4,2020-06-29 16:29:42.718749952,2.0
9541511,17.0,59.0,-23.0,19.004782,102.13,34.77,E4,2020-06-29 16:29:42.781250048,2.0
9541739,17.0,60.0,1.0,19.158421,101.43,34.71,E4,2020-06-29 16:29:49.906249984,2.0
9541819,17.0,64.0,-8.0,19.180637,101.12,34.66,E4,2020-06-29 16:29:52.406249984,2.0
9542034,17.0,57.0,41.0,19.787514,100.03,34.59,E4,2020-06-29 16:29:59.124999936,2.0
9542540,17.0,57.0,24.0,20.410543,98.3,34.5,E4,2020-06-29 16:30:14.937499904,2.0
9543074,17.0,49.0,39.0,20.854015,96.4,34.47,E4,2020-06-29 16:30:31.624999936,2.0
9543830,17.0,47.0,44.0,22.079103,96.47,34.39,E4,2020-06-29 16:30:55.249999872,2.0
9544051,17.0,48.0,40.0,21.283522,95.83,34.43,E4,2020-06-29 16:31:02.156250112,2.0
9544190,17.0,34.0,53.0,21.192022,95.35,34.41,E4,2020-06-29 16:31:06.500000000,2.0
9544201,17.0,37.0,-3.0,20.965405,95.35,34.41,E4,2020-06-29 16:31:06.843749888,2.0
9544392,17.0,38.0,65.0,21.920343,95.33,34.37,E4,2020-06-29 16:31:12.812499968,2.0
9544420,17.0,38.0,56.0,21.891788,95.38,34.39,E4,2020-06-29 16:31:13.687500032,2.0
9544451,17.0,29.0,54.0,22.365511,95.45,34.41,E4,2020-06-29 16:31:14.656250112,2.0
9544453,17.0,29.0,54.0,22.365511,95.45,34.41,E4,2020-06-29 16:31:14.718749952,2.0
9544500,17.0,21.0,37.0,22.219553,95.53,34.39,E4,2020-06-29 16:31:16.187500032,2.0
9544899,17.0,4.0,100.0,23.083176,97.03,34.25,E4,2020-06-29 16:31:28.656250112,2.0
9545079,17.0,27.0,69.0,21.875532,97.62,34.21,E4,2020-06-29 16:31:34.281250048,2.0
9545135,17.0,66.0,50.0,20.139112,97.77,34.18,E4,2020-06-29 16:31:36.031249920,2.0
9546360,17.0,62.0,-33.0,19.14991,102.75,34.05,E4,2020-06-29 16:32:14.312499968,2.0
9546472,17.0,58.0,37.0,18.672577,103.18,33.99,E4,2020-06-29 16:32:17.812499968,2.0
9546704,17.0,61.0,41.0,18.381941,104.15,33.97,E4,2020-06-29 16:32:25.062500096,2.0
9546865,17.0,60.0,-16.0,18.180929,103.8,33.97,E4,2020-06-29 16:32:30.093750016,2.0
9547159,17.0,59.0,35.0,17.554705,102.28,33.99,E4,2020-06-29 16:32:39.281250048,2.0
9548093,17.0,25.0,75.0,19.095686,99.95,34.03,E4,2020-06-29 16:33:08.468750080,2.0
